Minimum degree,Degrees,Major,Skill
MS-LEVEL,MS-LEVEL,computer science,"devops, deployment, jenkins, gitlab ci, travis ci, operations research, circleci, code, infrastructure build tools, terraform, aws, docker, kubernetes, monitoring, prometheus, grafana, ansible, chef, training model, computer science, azure, communications, collaboration"
