Highest degree,Degrees,Major,Skill
MS-LEVEL,MS-LEVEL,"information systems, computer science, information technology, software development, programming","software, systems engineering, computer science, linux, python, flask, front and back ends, azure, devops, angular, communications, symfony, deployment, gitlab, web development, api, .net, android, structured text, commerce, business, html, css, javascript, php, mysql, workload, nginx, gunicorn, postgresql, debian, bash, windows, server, docker, sonarqube, grafana, prometheus, frameworks, spring boot, programming languages, csharp, java, sql, software engineering"
